hour,rss_mb
10.1955,968.62
10.1985,968.62
10.2015,968.62
10.2045,968.62
10.2075,968.62
10.2105,968.62
10.2135,968.62
10.2166,968.62
10.2196,968.62
10.2226,968.62
10.2256,968.62
10.2286,968.62
10.2316,968.62
10.2346,968.62
10.2376,968.62
10.2407,968.62
10.2437,968.62
10.2467,968.62
10.2497,968.62
10.2527,968.62
10.2557,968.62
10.2587,968.62
10.2618,968.62
10.2648,968.62
10.2678,968.62
10.2708,968.62
10.2738,968.62
10.2768,968.62
10.2798,968.62
10.2829,968.62
10.2859,968.62
10.2889,968.62
10.2919,968.62
10.2949,968.62
10.2979,968.62
10.3009,968.62
10.3039,968.62
10.307,968.62
10.31,968.62
10.313,968.62
10.316,968.62
10.319,968.62
10.322,968.62
10.325,968.62
10.328,968.62
10.3311,968.62
10.3341,968.62
10.3371,968.62
10.3401,968.62
10.3431,968.62
10.3461,968.62
10.3491,968.62
10.3521,968.62
10.3552,968.62
10.3582,968.62
10.3612,968.62
10.3642,968.62
10.3672,968.62
10.3702,968.62
10.3732,968.62
10.3762,968.62
10.3793,968.62
10.3823,968.62
10.3853,968.62
10.3883,968.62
10.3913,968.62
10.3943,968.62
10.3973,968.62
10.4003,968.62
10.4034,968.62
10.4064,968.62
10.4094,968.62
10.4124,968.62
10.4154,968.62
10.4184,968.62
10.4214,968.62
10.4245,968.62
10.4275,968.62
10.4305,968.62
10.4336,968.62
10.4366,968.62
10.4396,968.62
10.4426,968.62
10.4456,968.62
10.4486,968.62
10.4516,968.62
10.4546,968.62
10.4577,968.62
10.4607,968.62
10.4637,968.62
10.4667,968.62
10.4697,968.62
10.4727,968.62
10.4758,968.62
10.4788,968.62
10.4818,968.62
10.4848,968.62
10.4878,968.62
10.4908,968.62
10.4938,968.62
10.4968,968.62
10.4999,968.62
10.5029,968.62
10.5059,968.62
10.5089,968.62
10.5119,968.62
10.5149,968.62
10.5179,968.62
10.5209,968.62
10.5239,968.62
10.527,968.62
10.53,968.62
10.533,968.62
10.536,968.62
10.539,968.62
10.542,968.62
10.545,968.62
10.548,968.62
10.5511,968.62
10.5542,968.62
10.5572,968.62
10.5602,968.62
10.5632,968.62
10.5662,968.62
10.5692,968.62
10.5722,968.62
10.5752,968.62
10.5783,968.62
10.5813,968.62
10.5843,968.62
10.5873,968.62
10.5903,968.62
10.5933,968.62
10.5964,968.62
10.5994,968.62
10.6024,968.62
10.6054,968.62
10.6084,968.62
10.6114,968.62
10.6145,968.62
10.6175,968.62
10.6205,968.62
10.6235,968.62
10.6265,968.62
10.6295,968.62
10.6326,968.62
10.6356,968.62
10.6386,968.62
10.6416,968.62
10.6446,968.62
10.6476,968.62
10.6506,968.62
10.6536,968.62
10.6567,968.62
10.6597,968.62
10.6627,968.62
10.6657,968.62
10.6687,968.62
10.6717,968.62
10.6747,968.62
10.6777,968.62
10.6808,968.62
10.6838,968.62
10.6868,968.62
10.6898,968.62
10.6928,968.62
10.6958,968.62
10.6988,968.62
10.7019,968.62
10.7049,968.62
10.7079,968.62
10.7109,968.62
10.7139,968.62
10.7169,968.62
10.7199,968.62
10.7229,968.62
10.726,968.62
10.729,968.62
10.732,968.62
10.735,968.62
10.738,968.62
10.741,968.62
10.744,968.62
10.747,968.62
10.7501,968.62
10.7532,968.62
10.7562,968.62
10.7592,968.62
10.7622,968.62
10.7653,968.62
10.7683,968.62
10.7713,968.62
10.7743,968.62
10.7773,968.62
10.7803,968.62
10.7833,968.62
10.7864,968.62
10.7894,968.62
10.7924,968.62
10.7954,968.62
10.7984,968.62
10.8014,968.62
10.8044,968.62
10.8075,968.62
10.8105,968.62
10.8135,968.62
10.8165,968.62
10.8195,968.62
10.8225,968.62
10.8255,968.62
10.8285,968.62
10.8315,968.62
10.8346,968.62
10.8376,968.62
10.8406,968.62
10.8436,968.62
10.8466,968.62
10.8496,968.62
10.8526,968.62
10.8556,968.62
10.8587,968.62
10.8617,968.62
10.8647,968.62
10.8677,968.62
10.8707,968.62
10.8737,968.62
10.8767,968.62
10.8797,968.62
10.8828,968.62
10.8858,968.62
10.8888,968.62
10.8918,968.62
10.8948,968.62
10.8978,968.62
10.9008,968.62
10.9038,968.62
10.9069,968.62
10.9099,968.62
10.9129,968.62
10.9159,968.62
10.9189,968.62
10.9219,968.62
10.9249,968.62
10.9279,968.62
10.931,968.62
10.934,968.62
10.937,968.62
10.94,968.62
10.943,968.62
10.946,968.62
10.9491,968.62
10.9521,968.62
10.9551,968.62
10.9581,968.62
10.9611,968.62
10.9641,968.62
10.9671,968.62
10.9701,968.62
10.9735,968.62
10.9765,968.62
10.9795,968.62
10.9825,968.62
10.9855,968.62
10.9885,968.62
10.9916,968.62
10.9946,968.62
10.9976,968.62
11.0006,968.62
11.0036,968.62
11.0066,968.62
11.0097,968.62
11.0128,968.62
11.0158,968.62
11.0189,968.62
11.0219,968.62
11.0249,968.62
11.0279,968.62
11.0309,968.62
11.0339,968.62
11.037,968.62
11.04,968.62
11.043,968.62
11.046,968.62
11.049,968.62
11.052,968.62
11.055,968.62
11.058,968.62
11.0611,968.62
11.0641,968.62
11.0671,968.62
11.0701,968.62
11.0731,968.62
11.0761,968.62
11.0791,968.62
11.0821,968.62
11.0852,968.62
11.0882,968.62
11.0912,968.62
11.0942,968.62
11.0972,968.62
11.1002,968.62
11.1032,968.62
11.1062,968.62
11.1092,968.62
11.1123,968.62
11.1153,968.62
11.1183,968.62
11.1213,968.62
11.1243,968.62
11.1273,968.62
11.1303,968.62
11.1333,968.62
11.1364,968.62
11.1394,968.62
11.1424,968.62
11.1454,968.62
11.1484,968.62
11.1514,968.62
11.1544,968.62
11.1574,968.62
11.1605,968.62
11.1635,968.62
11.1665,968.62
11.1695,968.62
11.1725,968.62
11.1755,968.62
11.1785,968.62
11.1816,968.62
11.1846,968.62
11.1876,968.62
11.1907,968.62
11.1937,968.62
11.1967,968.62
11.1997,968.62
11.2027,968.62
11.2058,968.62
11.2088,968.62
11.2118,968.62
11.2148,968.62
11.2178,968.62
11.2208,968.62
11.2238,968.62
11.2268,968.62
11.2299,968.62
11.2329,968.62
11.2359,968.62
11.2389,968.62
11.2419,968.62
11.2449,968.62
11.2479,968.62
11.2509,968.62
11.254,968.62
11.257,968.62
11.26,968.62
11.263,968.62
11.266,968.62
11.269,968.62
11.272,968.62
11.275,968.62
11.278,968.62
11.281,968.62
11.2841,968.62
11.2871,968.62
11.2901,968.62
11.2931,968.62
11.2961,968.62
11.2991,968.62
11.3021,968.62
11.3052,968.62
11.3082,968.62
11.3112,968.62
11.3142,968.62
11.3172,968.62
11.3202,968.62
11.3232,968.62
11.3262,968.62
11.3292,968.62
11.3323,968.62
11.3353,968.62
11.3383,968.62
11.3413,968.62
11.3443,968.62
11.3473,968.62
11.3503,968.62
11.3533,968.62
11.3563,968.62
11.3594,968.62
11.3624,968.62
11.3654,968.62
11.3684,968.62
11.3714,968.62
11.3744,968.62
11.3774,968.62
11.3804,968.62
11.3834,968.62
11.3865,968.62
11.3895,968.62
11.3925,968.62
11.3955,968.62
11.3985,968.62
11.4015,968.62
11.4045,968.62
11.4075,968.62
11.4105,968.62
11.4136,968.62
11.4166,968.62
11.4196,968.62
11.4226,968.62
11.4256,968.62
11.4286,968.62
11.4317,968.62
11.4347,968.62
11.4377,968.62
11.4408,968.62
11.4438,968.62
11.4468,968.62
11.4498,968.62
11.4528,968.62
11.4558,968.62
11.4588,968.62
11.4619,968.62
11.4649,968.62
11.4679,968.62
11.4709,968.62
11.4739,968.62
11.4769,968.62
11.4799,968.62
11.483,968.62
11.486,968.62
11.489,968.62
11.492,968.62
11.495,968.62
11.498,968.62
11.501,968.62
11.5041,968.62
11.5071,968.62
11.5101,968.62
11.5131,968.62
11.5161,968.62
11.5191,968.62
11.5221,968.62
11.5251,968.62
11.5281,968.62
11.5311,968.62
11.5342,968.62
11.5372,968.62
11.5402,968.62
11.5432,968.62
11.5462,968.62
11.5492,968.62
11.5523,968.62
11.5554,968.62
11.5584,968.62
11.5614,968.62
11.5644,968.62
11.5674,968.62
11.5704,968.62
11.5734,968.62
11.5764,968.62
11.5794,968.62
11.5825,968.62
11.5855,968.62
11.5885,968.62
11.5915,968.62
11.5945,968.62
11.5976,968.62
11.6006,968.62
11.6036,968.62
11.6066,968.62
11.6096,968.62
11.6126,968.62
11.6156,968.62
11.6187,968.62
11.6217,968.62
11.6247,968.62
11.6277,968.62
11.6307,968.62
11.6337,968.62
11.6367,968.62
11.6398,968.62
11.6428,968.62
11.6458,968.62
11.6488,968.62
11.6518,968.62
11.6548,968.62
11.6578,968.62
11.6608,968.62
11.6639,968.62
11.6669,968.62
11.6699,968.62
11.6729,968.62
11.6759,968.62
11.6789,968.62
11.6819,968.62
11.6849,968.62
11.688,968.62
11.691,968.62
11.694,968.62
11.697,968.62
11.7,968.62
11.703,968.62
11.706,968.62
11.7091,968.62
11.7121,968.62
11.7151,968.62
11.7181,968.62
11.7211,968.62
11.7241,968.62
11.7271,968.62
11.7302,968.62
11.7332,968.62
11.7362,968.62
11.7392,968.62
11.7422,968.62
11.7452,968.62
11.7482,968.62
11.7513,968.62
11.7543,968.62
11.7573,968.62
11.7604,968.62
11.7634,968.62
11.7664,968.62
11.7694,969.0
11.7724,969.0
11.7754,969.0
11.7784,969.0
11.7815,969.0
11.7845,969.0
11.7875,969.0
11.7905,969.0
11.7935,969.0
11.7965,969.0
11.7995,969.0
11.8025,969.0
11.8055,969.0
11.8086,969.0
11.8116,969.0
11.8146,969.0
11.8176,969.0
11.8206,969.0
11.8236,969.0
11.8266,969.0
11.8296,969.0
11.8327,969.0
11.8357,969.0
11.8387,969.0
11.8417,969.0
11.8447,969.0
11.8477,969.0
11.8507,969.0
11.8537,969.0
11.8568,969.0
11.8598,969.0
11.8628,969.0
11.8658,969.0
11.8688,969.0
11.8718,969.0
11.8748,969.0
11.8778,969.0
11.8809,969.0
11.8839,969.0
11.8869,969.0
11.8899,969.0
11.8929,969.0
11.8959,969.0
11.8989,969.0
11.9019,969.0
11.905,969.0
11.908,969.0
11.911,969.0
11.914,969.0
11.9171,969.0
11.9201,969.0
11.9231,969.0
11.9261,969.0
11.9291,969.0
11.9321,969.0
11.9351,969.0
11.9381,969.0
11.9411,969.0
11.9441,969.0
11.9472,969.0
11.9502,969.0
11.9532,969.0
11.9562,969.0
11.9592,969.0
11.9622,969.0
11.9652,969.0
11.9682,969.0
11.9713,969.0
11.9746,969.0
11.9777,969.0
11.9807,969.0
11.9837,969.0
11.9868,969.0
11.9899,969.0
11.9929,969.0
11.9959,969.0
11.9989,969.0
12.0019,969.0
12.0049,969.0
12.0079,969.0
12.0113,969.0
12.0145,969.0
12.0176,969.0
12.0206,969.0
12.0236,969.0
12.0266,969.0
12.0296,969.0
12.0326,969.0
12.0357,969.0
12.0387,969.0
12.0417,969.0
12.0447,969.0
12.0477,969.0
12.0508,969.0
12.0538,969.0
12.0568,969.0
12.0598,969.0
12.0628,969.0
12.0658,969.0
12.0688,969.0
12.0718,969.0
12.0749,969.0
12.0779,969.0
12.0809,969.0
12.0839,969.0
12.0869,969.0
12.0899,969.0
12.0929,969.0
12.096,969.0
12.099,969.0
12.102,969.0
12.105,969.0
12.108,969.0
12.111,969.0
12.114,969.0
12.117,969.0
12.1201,969.0
12.1231,969.0
12.1261,969.0
12.1291,969.0
12.1321,969.0
12.1351,969.0
12.1381,969.0
12.1411,969.0
12.1442,969.0
12.1472,969.0
12.1502,969.0
12.1532,969.0
12.1562,969.0
12.1592,969.0
12.1622,969.0
12.1653,969.0
12.1683,969.0
12.1713,969.0
12.1743,969.0
12.1773,969.0
12.1803,969.0
12.1833,969.0
12.1864,969.0
12.1895,969.0
12.1925,969.0
12.1955,969.0
12.1986,969.0
12.2016,969.0
12.2046,969.0
12.2076,969.0
12.2106,969.0
12.2136,969.0
12.2166,969.0
12.2196,969.0
12.2227,969.0
12.2257,969.0
12.2287,969.0
12.2317,969.0
12.2347,969.0
12.2377,969.0
12.2407,969.0
12.2438,969.0
12.2468,969.0
12.2498,969.0
12.2528,969.0
12.2558,969.0
12.2588,969.0
12.2618,969.0
12.2649,969.0
12.2679,969.0
12.2709,969.0
12.2739,969.0
12.2769,969.0
12.2799,969.0
12.2829,969.0
12.2859,969.0
12.2889,969.0
12.292,969.0
12.295,969.0
12.298,969.0
12.301,969.0
12.304,969.0
12.307,969.0
12.3101,969.0
12.3131,969.0
12.3161,969.0
12.3191,969.0
12.3221,969.0
12.3251,969.0
12.3281,969.0
12.3312,969.0
12.3342,969.0
12.3372,969.0
12.3402,969.0
12.3432,969.0
12.3462,969.0
12.3492,969.0
12.3522,969.0
12.3553,969.0
12.3583,969.0
12.3613,969.0
12.3643,969.0
12.3673,969.0
12.3703,969.0
12.3734,969.0
12.3764,969.0
12.3794,969.0
12.3824,969.0
12.3854,969.0
12.3884,969.0
12.3914,969.0
12.3944,969.0
12.3975,969.0
12.4005,969.0
12.4035,969.0
12.4065,969.0
12.4095,969.0
12.4125,969.0
12.4156,969.0
12.4186,969.0
12.4216,969.0
12.4246,969.0
12.4276,969.0
12.4307,969.0
12.4337,969.0
12.4367,969.0
12.4397,969.0
12.4428,969.0
12.4458,969.0
12.4488,969.0
12.4518,969.0
12.4548,969.0
12.4578,969.0
12.4608,969.0
12.4639,969.0
12.4669,969.0
12.4699,969.0
12.4729,969.0
12.4759,969.0
12.4789,969.0
12.482,969.0
12.485,969.0
12.488,969.0
12.491,969.0
12.494,969.0
12.4971,969.0
12.5001,969.0
12.5031,969.0
12.5061,969.0
12.5091,969.0
12.5121,969.0
12.5151,969.0
12.5182,969.0
12.5212,969.0
12.5242,969.0
12.5272,969.0
12.5302,969.0
12.5332,969.0
12.5362,969.0
12.5392,969.0
12.5422,969.0
12.5453,969.0
12.5483,969.0
12.5514,969.0
12.5544,969.0
12.5574,969.0
12.5604,969.0
12.5634,969.0
12.5664,969.0
12.5694,969.0
12.5724,969.0
12.5754,969.0
12.5785,969.0
12.5815,969.0
12.5845,969.0
12.5875,969.0
12.5905,969.0
12.5935,969.0
12.5966,969.0
12.5996,969.0
12.6026,969.0
12.6056,969.0
12.6086,969.0
12.6116,969.0
12.6146,969.0
12.6176,969.0
12.6206,969.0
12.6237,969.0
12.6267,969.0
12.6297,969.0
12.6327,969.0
12.6357,969.0
12.6387,969.0
12.6417,969.0
12.6447,969.0
12.6478,969.0
12.6508,969.0
12.6538,969.0
12.6568,969.0
12.6598,969.0
12.6628,969.0
12.6658,969.0
12.6688,969.0
12.6718,969.0
12.6749,969.0
12.6779,969.0
12.6809,969.0
12.6839,969.0
12.6869,969.0
12.69,969.0
12.693,969.0
12.696,969.0
12.699,969.0
12.702,969.0
12.705,969.0
12.708,969.0
12.7111,969.0
12.7141,969.0
12.7171,969.0
12.7201,969.0
12.7231,969.0
12.7261,969.0
12.7291,969.0
12.7322,969.0
12.7352,969.0
12.7382,969.0
12.7412,969.0
12.7442,969.0
12.7472,969.0
12.7503,969.0
12.7534,969.0
12.7564,969.0
12.7594,969.0
12.7624,969.0
12.7654,969.0
12.7684,969.0
12.7714,969.0
12.7744,969.0
12.7775,969.0
12.7805,969.0
12.7835,969.0
12.7865,969.0
12.7895,969.0
12.7925,969.0
12.7955,969.0
12.7986,969.0
12.8016,969.0
12.8046,969.0
12.8076,969.0
12.8106,969.0
12.8136,969.0
12.8166,969.0
12.8196,969.0
12.8226,969.0
12.8257,969.0
12.8287,969.0
12.8317,969.0
12.8347,969.0
12.8377,969.0
12.8407,969.0
12.8437,969.0
12.8468,969.0
12.8498,969.0
12.8528,969.0
12.8558,969.0
12.8588,969.0
12.8618,969.0
12.8648,969.0
12.8678,969.0
12.8708,969.0
12.8739,969.0
12.8769,969.0
12.8799,969.0
12.8829,969.0
12.8859,969.0
12.8889,969.0
12.8919,969.0
12.8949,969.0
12.898,969.0
12.901,969.0
12.904,969.0
12.907,969.0
12.91,969.0
12.913,969.0
12.916,969.0
12.9191,969.0
12.9221,969.0
12.9251,969.0
12.9281,969.0
12.9311,969.0
12.9341,969.0
12.9371,969.0
12.9401,969.0
12.9431,969.0
12.9462,969.0
12.9492,969.0
12.9522,969.0
12.9552,969.0
12.9582,969.0
12.9612,969.0
12.9642,969.0
12.9672,969.0
12.9703,969.0
12.9735,969.0
12.9766,969.0
12.9796,969.0
12.9826,969.0
12.9856,969.0
12.9886,969.0
12.9917,969.0
12.9947,969.0
12.9977,969.0
13.0007,969.0
13.0037,969.0
13.0067,969.0
13.0097,969.0
13.0128,969.0
13.0158,969.0
13.0189,969.0
13.0219,969.0
13.0249,969.0
13.0279,969.0
13.0309,969.0
13.0339,969.0
13.0369,969.0
13.04,969.0
13.043,969.0
13.046,969.0
13.049,969.0
13.052,969.0
13.055,969.0
13.058,969.0
13.0611,969.0
13.0641,969.0
13.0671,969.0
13.0701,969.0
13.0732,969.0
13.0762,969.0
13.0792,969.0
13.0822,969.0
13.0852,969.0
13.0882,969.0
13.0912,969.0
13.0943,969.0
13.0973,969.0
13.1003,969.0
13.1033,969.0
13.1063,969.0
13.1093,969.0
13.1123,969.0
13.1153,969.0
13.1183,969.0
13.1214,969.0
13.1244,969.0
13.1274,969.0
13.1304,969.0
13.1334,969.0
13.1364,969.0
13.1394,969.0
13.1425,969.0
13.1455,969.0
13.1485,969.0
13.1515,969.0
13.1545,969.0
13.1575,969.0
13.1605,969.0
13.1636,969.0
13.1666,969.0
13.1696,969.0
13.1726,969.0
13.1756,969.0
13.1786,969.0
13.1816,969.0
13.1846,969.0
13.1877,969.0
13.1907,969.0
13.1938,969.0
13.1968,969.0
13.1998,969.0
13.2028,969.0
13.2058,969.0
13.2088,969.0
13.2118,969.0
13.2149,969.0
13.2179,969.0
13.2209,969.0
13.2239,969.0
13.2269,969.0
13.2299,969.0
13.2329,969.0
13.2359,969.0
13.239,969.0
13.242,969.0
13.245,969.0
13.248,969.0
13.251,969.0
13.254,969.0
13.257,969.0
13.2601,969.0
13.2631,969.0
13.2661,969.0
13.2691,969.0
13.2721,969.0
13.2751,969.0
13.2782,969.0
13.2812,969.0
13.2842,969.0
13.2872,969.0
13.2902,969.0
13.2932,969.0
13.2962,969.0
13.2992,969.0
13.3023,969.0
13.3053,969.0
13.3083,969.0
13.3113,969.0
13.3143,969.0
13.3173,969.0
13.3203,969.0
13.3234,969.0
13.3264,969.0
13.3294,969.0
13.3324,969.0
13.3354,969.0
13.3384,969.0
13.3414,969.0
13.3444,969.0
13.3474,969.0
13.3505,969.0
13.3535,969.0
13.3565,969.0
13.3595,969.0
13.3625,969.0
13.3655,969.0
13.3685,969.0
13.3715,969.0
13.3746,969.0
13.3776,969.0
13.3806,969.0
13.3836,969.0
13.3866,969.0
13.3896,969.0
13.3926,969.0
13.3957,969.0
13.3987,969.0
13.4017,969.0
13.4047,969.0
13.4077,969.0
13.4107,969.0
13.4137,969.0
13.4167,969.0
13.4198,969.0
13.4228,969.0
13.4258,969.0
13.4289,969.0
13.4319,969.0
13.4349,969.0
13.4379,969.0
13.441,969.0
13.444,969.0
13.447,969.0
13.45,969.0
13.453,969.0
13.456,969.0
13.459,969.0
13.462,969.0
13.465,969.0
13.4681,969.0
13.4711,969.0
13.4741,969.0
13.4771,969.0
13.4801,969.0
13.4831,969.0
13.4861,969.0
13.4892,969.0
13.4922,969.0
13.4952,969.0
13.4982,969.0
13.5012,969.0
13.5042,969.0
13.5072,969.0
13.5102,969.0
13.5133,969.0
13.5163,969.0
13.5193,969.0
13.5223,969.0
13.5253,969.0
13.5283,969.0
13.5313,969.0
13.5343,969.0
13.5373,969.0
13.5404,969.0
13.5434,969.0
13.5464,969.0
13.5494,969.0
13.5525,969.0
13.5555,969.0
13.5585,969.0
13.5615,969.0
13.5645,969.0
13.5675,969.0
13.5705,969.0
13.5735,969.0
13.5766,969.0
13.5796,969.0
13.5826,969.0
13.5856,969.0
13.5886,969.0
13.5916,969.0
13.5946,969.0
13.5977,969.0
13.6007,969.0
13.6037,969.0
13.6067,969.0
13.6097,969.0
13.6127,969.0
13.6157,969.0
13.6187,969.0
13.6217,969.0
13.6247,969.0
13.6278,969.0
13.6308,969.0
13.6338,969.0
13.6368,969.0
13.6398,969.0
13.6428,969.0
13.6458,969.0
13.6488,969.0
13.6519,969.0
13.6549,969.0
13.6579,969.0
13.6609,969.0
13.6639,969.0
13.6669,969.0
13.6699,969.0
13.6729,969.0
13.676,969.0
13.679,969.0
13.682,969.0
13.685,969.0
13.688,969.0
13.6911,969.0
13.6941,969.0
13.6971,969.0
13.7001,969.0
13.7031,969.0
13.7061,969.0
13.7091,969.0
13.7121,969.0
13.7151,969.0
13.7182,969.0
13.7212,969.0
13.7242,969.0
13.7272,969.0
13.7302,969.0
13.7332,969.0
13.7362,969.0
13.7393,969.0
13.7423,969.0
13.7453,969.0
13.7483,969.0
13.7514,969.0
13.7544,969.0
13.7574,969.0
13.7604,969.0
13.7634,969.0
13.7665,969.0
13.7695,969.0
13.7725,969.0
13.7755,969.0
13.7785,969.0
13.7815,969.0
13.7845,969.0
13.7875,969.0
13.7905,969.0
13.7936,969.0
13.7966,969.0
13.7996,969.0
13.8026,969.0
13.8056,969.0
13.8086,969.0
13.8116,969.0
13.8146,969.0
13.8177,969.0
13.8207,969.0
13.8237,969.0
13.8267,969.0
13.8297,969.0
13.8327,969.0
13.8357,969.0
13.8387,969.0
13.8417,969.0
13.8447,969.0
13.8478,969.0
13.8508,969.0
13.8538,969.0
13.8568,969.0
13.8598,969.0
13.8628,969.0
13.8658,969.0
13.8688,969.0
13.8718,969.0
13.8748,969.0
13.8778,969.0
13.8809,969.0
13.8839,969.0
13.8869,969.0
13.8899,969.0
13.8929,969.0
13.8959,969.0
13.8989,969.0
13.9019,969.0
13.9049,969.0
13.908,969.0
13.911,969.0
13.914,969.0
13.917,969.0
13.92,969.0
13.923,969.0
13.926,969.0
13.929,969.0
13.932,969.0
13.9351,969.0
13.9381,969.0
13.9411,969.0
13.9441,969.0
13.9471,969.0
13.9501,969.0
13.9531,969.0
13.9561,969.0
13.9591,969.0
13.9622,969.0
13.9652,969.0
13.9682,969.0
13.9712,969.0
13.9746,969.0
13.9776,969.0
13.9806,969.0
13.9836,969.0
13.9866,969.0
13.9896,969.0
13.9926,969.0
13.9957,969.0
13.9987,969.0
14.0017,969.0
14.0047,969.0
14.0077,969.0
14.0109,969.0
14.0141,969.0
14.0173,969.0
14.0203,969.0
14.0233,969.0
14.0263,969.0
14.0293,969.0
14.0324,970.0
14.0354,970.0
14.0384,970.0
14.0414,970.0
14.0444,970.0
14.0474,970.0
14.0504,970.0
14.0534,970.0
14.0565,970.0
14.0595,970.0
14.0625,970.0
14.0655,970.0
14.0685,970.0
14.0715,970.0
14.0745,970.0
14.0775,970.0
14.0805,970.0
14.0836,970.0
14.0866,970.0
14.0896,970.0
14.0926,970.0
14.0956,970.0
14.0986,970.0
14.1016,970.0
14.1046,970.0
14.1077,970.0
14.1107,970.0
14.1137,970.0
14.1167,970.0
14.1197,970.0
14.1227,970.0
14.1258,970.0
14.1288,970.0
14.1318,970.0
14.1348,970.0
14.1378,970.0
14.1408,970.0
14.1438,970.0
14.1468,970.0
14.1499,970.0
14.1529,970.0
14.1559,970.0
14.1589,970.0
14.1619,970.0
14.1649,970.0
14.1679,970.0
14.1709,970.0
14.174,970.0
14.177,970.0
14.18,970.0
14.183,970.0
14.186,970.0
14.1891,970.0
14.1921,970.0
14.1951,970.0
14.1982,970.0
14.2012,970.0
14.2042,970.0
14.2072,970.0
14.2102,970.0
14.2132,970.0
14.2163,970.0
14.2193,970.0
14.2223,970.0
14.2253,970.0
14.2283,970.0
14.2313,970.0
14.2344,970.0
14.2374,970.0
14.2404,970.0
14.2434,970.0
14.2464,970.0
14.2494,970.0
14.2524,970.0
14.2554,970.0
14.2585,970.0
14.2615,970.0
14.2645,970.0
14.2675,970.0
14.2705,970.0
14.2735,970.0
14.2765,970.0
14.2796,970.0
14.2826,970.0
14.2856,970.0
14.2886,970.0
14.2916,970.0
14.2946,970.0
14.2976,970.0
14.3007,970.0
14.3037,970.0
14.3067,970.0
14.3097,970.0
14.3127,970.0
14.3157,970.0
14.3187,970.0
14.3218,970.0
14.3248,970.0
14.3278,970.0
14.3308,970.0
14.3338,970.0
14.3368,970.0
14.3399,970.0
14.3429,970.0
14.3459,970.0
14.3489,970.0
14.3519,970.0
14.3549,970.0
14.3579,970.0
14.361,970.0
14.364,970.0
14.367,970.0
14.37,970.0
14.373,970.0
14.376,970.0
14.379,970.0
14.382,970.0
14.3851,970.0
14.3881,970.0
14.3911,970.0
14.3941,970.0
14.3971,970.0
14.4001,970.0
14.4031,970.0
14.4062,970.0
14.4092,970.0
14.4122,970.0
14.4152,970.0
14.4182,970.0
14.4212,970.0
14.4242,970.0
14.4272,970.0
14.4303,970.0
14.4333,970.0
14.4364,970.0
14.4394,970.0
14.4424,970.0
14.4454,970.0
14.4484,970.0
14.4514,970.0
14.4545,970.0
14.4575,970.0
14.4605,970.0
14.4635,970.0
14.4665,970.0
14.4695,970.0
14.4725,970.0
14.4756,970.0
14.4786,970.0
14.4816,970.0
14.4846,970.0
14.4876,970.0
14.4906,970.0
14.4936,970.0
14.4966,970.0
14.4997,970.0
14.5027,970.0
14.5057,970.0
14.5087,970.0
14.5117,970.0
14.5147,970.0
14.5178,970.0
14.5208,970.0
14.5238,970.0
14.5268,970.0
14.5298,970.0
14.5328,970.0
14.5358,970.0
14.5389,970.0
14.5419,970.0
14.5449,970.0
14.5479,970.0
14.5509,970.0
14.5539,970.0
14.5569,970.0
14.56,970.0
14.563,970.0
14.566,970.0
14.569,970.0
14.572,970.0
14.5751,970.0
14.5781,970.0
14.5811,970.0
14.5841,970.0
14.5871,970.0
14.5901,970.0
14.5932,970.0
14.5962,970.0
14.5992,970.0
14.6022,970.0
14.6052,970.0
14.6082,970.0
14.6112,970.0
14.6143,970.0
14.6173,970.0
14.6203,970.0
14.6233,970.0
14.6263,970.0
14.6293,970.0
14.6323,970.0
14.6354,970.0
14.6384,970.0
14.6414,970.0
14.6444,970.0
14.6474,970.0
14.6504,970.0
14.6534,970.0
14.6564,970.0
14.6595,970.0
14.6625,970.0
14.6655,970.0
14.6685,970.0
14.6715,970.0
14.6745,970.0
14.6775,970.0
14.6805,970.0
14.6836,970.0
14.6866,970.0
14.6896,970.0
14.6926,970.0
14.6956,970.0
14.6986,970.0
14.7016,970.0
14.7046,970.0
14.7077,970.0
14.7107,970.0
14.7137,970.0
14.7167,970.0
14.7197,970.0
14.7227,970.0
14.7258,970.0
14.7288,970.0
14.7318,970.0
14.7348,970.0
14.7378,970.0
14.7408,970.0
14.7438,970.0
14.7469,970.0
14.7499,970.0
14.753,970.0
14.756,970.0
14.759,970.0
14.7621,970.0
14.7651,970.0
14.7681,970.0
14.7711,970.0
14.7741,970.0
14.7771,970.0
14.7801,970.0
14.7831,970.0
14.7861,970.0
14.7892,970.0
14.7922,970.0
14.7952,970.0
14.7982,970.0
14.8012,970.0
14.8042,970.0
14.8072,970.0
14.8103,970.0
14.8133,970.0
14.8163,970.0
14.8193,970.0
14.8223,970.0
14.8253,970.0
14.8283,970.0
14.8314,970.0
14.8344,970.0
14.8374,970.0
14.8404,970.0
14.8434,970.0
14.8464,970.0
14.8494,970.0
14.8524,970.0
14.8554,970.0
14.8585,970.0
14.8615,970.0
14.8645,970.0
14.8675,970.0
14.8705,970.0
14.8735,970.0
14.8765,970.0
14.8796,970.0
14.8826,970.0
14.8856,970.0
14.8886,970.0
14.8916,970.0
14.8946,970.0
14.8976,970.44
14.9006,970.44
14.9036,970.44
14.9067,970.44
14.9097,970.44
14.9127,970.44
14.9157,970.44
14.9187,970.44
14.9217,970.44
14.9247,970.44
14.9277,970.44
14.9308,970.44
14.9338,970.44
